valueDate,notes,organization,email,clientName,amount,currency
20-Jan-22,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,PH,269,USD
25-Oct-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,TH,293,USD
30-Oct-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,RU,755,USD
10-Oct-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,CF,649,USD
07-Nov-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,RS,404,USD
26-Dec-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,ID,628,USD
19-Dec-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,FR,816,USD
20-Jan-22,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,FR,635,USD
09-Oct-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,CN,878,USD
31-Dec-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,MM,434,USD
10-Oct-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,ID,984,USD
23-Jan-22,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,CZ,128,USD
14-Jan-22,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,CN,285,USD
09-Dec-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,MW,484,USD
27-Nov-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,KR,463,USD
27-Nov-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,FI,193,USD
16-Oct-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,AR,493,USD
21-Jan-22,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,ID,933,USD
19-Jan-22,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,GU,1000,USD
14-Nov-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,NO,832,USD
03-Dec-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,UA,849,USD
30-Dec-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,CO,845,USD
07-Jan-22,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,KM,161,USD
27-Sep-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,NO,578,USD
01-Nov-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,BR,737,USD
21-Dec-21,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,CO,375,USD
09-Jan-22,Job Done,Ever Technologies LTD,hoster@qwerty.co.ke,CN,280,USD
29-Sep-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,UA,809,USD
12-Nov-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,CO,757,USD
15-Nov-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,CN,919,USD
15-Jan-22,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,AL,562,USD
11-Dec-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,CF,836,USD
28-Dec-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,PH,906,USD
21-Oct-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,CN,872,USD
24-Nov-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,YE,724,USD
22-Jan-22,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,RU,743,USD
15-Nov-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,CZ,677,USD
26-Nov-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,JP,363,USD
27-Oct-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,PT,710,USD
01-Dec-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,CO,124,USD
08-Dec-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,WS,723,USD
06-Nov-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,SY,463,USD
17-Oct-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,CO,205,USD
02-Nov-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,AF,691,USD
06-Oct-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,BY,118,USD
14-Jan-22,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,IE,834,USD
19-Dec-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,RU,487,USD
14-Oct-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,ID,275,USD
13-Oct-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,CN,754,USD
08-Jan-22,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,AR,905,USD
13-Jan-22,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,CN,610,USD
02-Oct-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,RU,586,USD
07-Oct-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,CN,411,USD
22-Jan-22,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,IR,680,USD
29-Sep-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,SD,586,USD
03-Jan-22,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,RU,627,USD
06-Dec-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,RU,728,USD
13-Jan-22,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,CN,938,USD
30-Nov-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,GQ,954,USD
14-Dec-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,AR,253,USD
22-Nov-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,SE,326,USD
28-Sep-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,CN,931,USD
29-Dec-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,CN,396,USD
13-Nov-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,PT,714,USD
18-Nov-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,SD,898,USD
16-Oct-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,VN,568,USD
09-Oct-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,CN,409,USD
26-Jan-22,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,BG,501,USD
30-Oct-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,TH,116,USD
29-Oct-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,BA,544,USD
27-Oct-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,PS,322,USD
13-Oct-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,RS,572,USD
13-Dec-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,CN,162,USD
23-Nov-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,PE,226,USD
27-Nov-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,TH,844,USD
23-Nov-21,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,RU,710,USD
10-Jan-22,Job Done,Ever Technologies LTD,aster@qwerty.co.ke,BR,827,USD
30-Dec-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,UA,506,USD
05-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,KP,263,USD
17-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,402,USD
20-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,991,USD
03-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,170,USD
24-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,616,USD
25-Dec-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,ID,270,USD
01-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,704,USD
10-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,HR,413,USD
05-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,PE,845,USD
03-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,RU,103,USD
14-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,ID,894,USD
25-Dec-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,UA,313,USD
26-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,US,433,USD
19-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,ID,751,USD
05-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,MM,911,USD
28-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,JP,375,USD
01-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,ID,359,USD
02-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,628,USD
12-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,762,USD
23-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,798,USD
09-Dec-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,FR,519,USD
02-Dec-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,AZ,855,USD
08-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,RS,138,USD
07-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,JP,620,USD
30-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,876,USD
16-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,NG,971,USD
15-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,470,USD
25-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,PH,990,USD
19-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CO,121,USD
15-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,PT,167,USD
30-Sep-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,US,605,USD
06-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,PT,439,USD
28-Sep-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,TJ,228,USD
18-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CZ,131,USD
13-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,690,USD
12-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,239,USD
30-Sep-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,SE,167,USD
25-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,277,USD
22-Dec-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,PL,799,USD
03-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,PH,165,USD
15-Dec-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,ME,531,USD
24-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,746,USD
11-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CZ,403,USD
14-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,AR,903,USD
29-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,RU,244,USD
01-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,ID,100,USD
21-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,PE,117,USD
22-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,152,USD
04-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,IR,144,USD
06-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,NO,496,USD
18-Dec-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,227,USD
31-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,678,USD
09-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,FR,834,USD
11-Dec-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,KZ,458,USD
15-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,FR,697,USD
30-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,PH,642,USD
29-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,BR,672,USD
17-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,ID,983,USD
29-Nov-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,PE,323,USD
15-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,732,USD
29-Sep-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,953,USD
25-Jan-22,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,HT,758,USD
27-Sep-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,ID,784,USD
01-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,MX,170,USD
25-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,970,USD
05-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,ID,936,USD
23-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,NO,433,USD
15-Dec-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CN,481,USD
25-Oct-21,Job Done,Ever Technologies LTD,roster@qwerty.co.ke,CO,576,USD
31-Dec-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,MG,787,USD
21-Jan-22,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,MY,598,USD
17-Oct-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,ID,614,USD
17-Jan-22,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,VN,680,USD
27-Sep-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,PS,455,USD
17-Nov-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,SS,194,USD
17-Oct-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,PA,161,USD
14-Jan-22,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,CN,875,USD
19-Nov-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,NG,265,USD
11-Jan-22,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,JO,206,USD
22-Oct-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,CN,888,USD
28-Sep-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,ID,102,USD
01-Jan-22,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,SE,819,USD
02-Nov-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,ID,708,USD
18-Nov-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,BR,368,USD
17-Nov-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,RU,296,USD
04-Oct-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,GR,643,USD
22-Jan-22,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,RS,462,USD
21-Dec-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,CD,825,USD
08-Jan-22,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,US,802,USD
17-Oct-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,CR,137,USD
28-Oct-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,NC,194,USD
02-Oct-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,IQ,497,USD
26-Nov-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,YE,460,USD
14-Dec-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,NO,655,USD
06-Dec-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,MN,787,USD
16-Nov-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,ID,912,USD
24-Jan-22,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,FR,738,USD
01-Jan-22,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,RU,927,USD
24-Dec-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,CO,315,USD
08-Nov-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,PH,197,USD
13-Oct-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,IR,513,USD
29-Dec-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,RS,323,USD
26-Jan-22,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,CN,498,USD
29-Dec-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,FR,919,USD
26-Dec-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,NG,199,USD
30-Oct-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,CN,347,USD
17-Jan-22,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,RU,498,USD
26-Nov-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,JP,508,USD
16-Oct-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,ID,240,USD
02-Nov-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,CN,295,USD
21-Dec-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,UA,508,USD
05-Nov-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,ID,676,USD
28-Sep-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,JP,119,USD
03-Oct-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,HN,305,USD
21-Nov-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,TH,705,USD
30-Oct-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,UG,721,USD
29-Sep-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,CN,309,USD
27-Nov-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,CA,474,USD
05-Nov-21,Job Done,Ever Technologies LTD,dister@qwerty.co.ke,ID,238,USD
19-Nov-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,CZ,208,USD
25-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,GR,693,USD
09-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,CN,488,USD
29-Oct-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,ZA,819,USD
05-Jan-22,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,PL,219,USD
08-Oct-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,KR,431,USD
18-Oct-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,ID,829,USD
15-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,RU,980,USD
19-Jan-22,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,DJ,475,USD
30-Nov-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,IE,348,USD
28-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,NG,377,USD
29-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,NO,948,USD
13-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,BR,313,USD
28-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,IR,989,USD
14-Nov-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,FR,190,USD
22-Oct-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,ID,795,USD
03-Jan-22,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,RU,814,USD
12-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,BB,101,USD
02-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,RU,287,USD
18-Nov-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,ID,803,USD
15-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,BR,532,USD
13-Jan-22,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,ID,108,USD
22-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,YE,810,USD
01-Nov-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,ES,921,USD
21-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,JO,254,USD
17-Jan-22,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,CR,570,USD
18-Oct-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,CN,100,USD
22-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,ID,793,USD
19-Oct-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,RU,122,USD
06-Oct-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,UA,325,USD
02-Oct-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,CN,528,USD
04-Oct-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,AR,933,USD
08-Jan-22,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,AL,904,USD
06-Jan-22,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,SE,293,USD
18-Oct-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,RU,699,USD
23-Nov-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,AM,195,USD
16-Oct-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,MX,941,USD
31-Oct-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,CO,750,USD
31-Oct-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,CN,557,USD
06-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,PL,600,USD
14-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,CN,168,USD
27-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,ID,584,USD
20-Dec-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,CN,769,USD
15-Jan-22,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,MT,250,USD
19-Oct-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,CN,411,USD
19-Jan-22,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,UA,370,USD
20-Nov-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,RU,788,USD
23-Nov-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,CN,953,USD
24-Oct-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,CL,435,USD
28-Sep-21,Job Done,Ever Technologies LTD,postern@qwerty.co.ke,PL,506,USD
08-Jan-22,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,LK,838,USD
16-Jan-22,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,ID,489,USD
09-Jan-22,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,AZ,408,USD
01-Nov-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,GR,669,USD
21-Nov-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,ZA,825,USD
24-Dec-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,RU,929,USD
14-Dec-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,DO,734,USD
27-Nov-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,CZ,660,USD
12-Jan-22,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,LB,516,USD
26-Dec-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,UA,970,USD
30-Sep-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,TJ,320,USD
18-Nov-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,VN,662,USD
14-Nov-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,ID,126,USD
14-Nov-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,PH,536,USD
25-Dec-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,IE,546,USD
28-Dec-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,VE,125,USD
22-Jan-22,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,CN,411,USD
13-Oct-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,BR,271,USD
03-Jan-22,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,CN,417,USD
29-Sep-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,GR,276,USD
23-Nov-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,VN,782,USD
14-Dec-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,ID,756,USD
10-Dec-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,NL,896,USD
02-Jan-22,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,ID,411,USD
30-Nov-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,RU,974,USD
31-Oct-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,FR,578,USD
05-Dec-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,DO,600,USD
10-Oct-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,PE,701,USD
06-Nov-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,PL,380,USD
11-Nov-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,MC,161,USD
23-Oct-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,FR,579,USD
08-Dec-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,RS,104,USD
15-Oct-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,CN,998,USD
15-Nov-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,KP,587,USD
25-Oct-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,GR,442,USD
09-Oct-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,ID,834,USD
14-Oct-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,JP,881,USD
13-Oct-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,NE,299,USD
08-Oct-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,CN,554,USD
18-Oct-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,MM,172,USD
04-Nov-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,ID,294,USD
24-Oct-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,LY,601,USD
05-Nov-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,ID,575,USD
18-Jan-22,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,PH,179,USD
10-Dec-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,CZ,164,USD
14-Nov-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,CN,840,USD
05-Dec-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,PE,955,USD
12-Oct-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,PL,620,USD
24-Nov-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,FI,179,USD
16-Dec-21,Job Done,Ever Technologies LTD,kyoster@qwerty.co.ke,PH,759,USD
25-Oct-21,Job Done,Ever Technologies LTD,taster@qwerty.co.ke,PL,127,USD
14-Jan-22,Job Done,Ever Technologies LTD,taster@qwerty.co.ke,PE,742,USD
15-Dec-21,Job Done,Ever Technologies LTD,taster@qwerty.co.ke,KP,463,USD
26-Oct-21,Job Done,Ever Technologies LTD,taster@qwerty.co.ke,MM,276,USD
08-Jan-22,Job Done,Ever Technologies LTD,taster@qwerty.co.ke,PE,285,USD
15-Oct-21,Job Done,Ever Technologies LTD,taster@qwerty.co.ke,KZ,135,USD
28-Nov-21,Job Done,Ever Technologies LTD,taster@qwerty.co.ke,US,282,USD
18-Dec-21,Job Done,Ever Technologies LTD,taster@qwerty.co.ke,RS,888,USD
09-Oct-21,Job Done,Ever Technologies LTD,taster@qwerty.co.ke,CA,127,USD
02-Nov-21,Job Done,Ever Technologies LTD,taster@qwerty.co.ke,DE,786,USD
